1-a.wav,"seu tempo de volta foi de"
10-a.wav,"essa volta ficou com o tempo de"
11-a.wav,"tu acabou de fazer o tempo de"
12-a.wav,"essa volta foi no tempo de"
13-a.wav,"o tempo dessa volta foi de"
14-a.wav,"a volta foi com o tempo de"
2-a.wav,"seu tempo nessa volta foi de"
3-a.wav,"essa última volta foi de"
4-a.wav,"essa volta foi de"
5-a.wav,"seu último tempo de volta foi de"
6-a.wav,"o tempo dessa volta foi de"
7-a.wav,"tu acabou de fazer uma volta de"
8-a.wav,"seu tempo de volta foi de"
9-a.wav,"esse tempo de volta foi de"
